,Direccion,Costo,Baños,Recamaras,Area,Estacionamientos,Seguridad,Balcon,Terraza,Jardines,Alberca,Gimnasio
1852,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",15030.0,1.0,1.0,48.0,1,0,0,0,0,0,0
1853,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",15100.0,1.0,1.0,38.0,1,0,0,0,0,0,0
1854,"Portales, Benito Juárez, Ciudad de México",22500.0,2.0,2.0,70.0,1,0,0,0,0,0,0
1855,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",25000.0,1.0,1.0,65.0,1,0,0,0,0,0,0
1856,"Roma Norte, Cuauhtémoc, Ciudad de México",25000.0,1.0,1.0,40.0,0,0,0,0,0,1,0
1857,"Granada, Miguel Hidalgo, Ciudad de México",23000.0,,,,0,0,0,0,0,0,0
1858,"Fuentes del Pedregal, Tlalpan, Ciudad de México",71850.0,2.0,2.0,219.0,0,0,0,0,0,1,0
1859,"Villa Tlalpan, Tlalpan, Ciudad de México",40000.0,3.0,3.0,250.0,0,0,0,0,0,1,0
1860,"Condesa, Cuauhtémoc, Ciudad de México",55000.0,2.0,2.0,65.0,1,0,0,0,0,0,0
1861,"Juárez, Cuauhtémoc, Ciudad de México",20000.0,1.0,1.0,65.0,0,0,0,0,0,0,0
1862,"El Yaqui, Cuajimalpa de Morelos, Ciudad de México",56500.0,3.0,3.0,280.0,1,0,0,0,0,0,0
1863,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",8500.0,3.0,3.0,390.0,1,0,0,0,0,0,0
1864,"Juárez, Cuauhtémoc, Ciudad de México",50000.0,1.0,2.0,,0,0,0,0,0,0,0
1865,"Condesa, Cuauhtémoc, Ciudad de México",67000.0,3.0,3.0,262.0,0,0,0,1,0,0,0
1866,"Portales, Benito Juárez, Ciudad de México",17900.0,2.0,2.0,66.0,1,0,0,0,0,0,0
1867,"Del Valle, Benito Juárez, Ciudad de México",25000.0,2.0,3.0,115.0,0,0,1,0,0,0,0
1868,"Juárez, Cuauhtémoc, Ciudad de México",17752.0,1.0,1.0,38.0,0,0,0,0,0,1,0
1869,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",29200.0,2.0,2.0,67.0,1,0,0,0,0,0,0
1870,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27200.0,1.0,1.0,48.0,0,0,0,0,0,0,1
1871,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27200.0,1.0,1.0,48.0,0,0,0,0,0,0,1
1872,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",40000.0,2.0,2.0,65.0,1,0,0,0,0,0,0
1873,"Polanco, Miguel Hidalgo, Ciudad de México",14000.0,3.0,3.0,340.0,1,0,0,0,0,0,0
1874,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",29111.0,2.0,2.0,67.0,1,0,0,0,0,0,0
1875,"San Gabriel, Álvaro Obregón, Ciudad de México",26000.0,2.0,2.0,97.0,0,0,0,0,0,0,1
1876,"Fuentes del Pedregal, Tlalpan, Ciudad de México",45000.0,2.0,2.0,146.0,0,0,0,0,0,1,0
1877,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24500.0,1.0,1.0,45.0,1,0,0,0,0,0,0
1878,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",65000.0,2.0,2.0,180.0,1,0,0,0,0,0,0
1879,"Juárez, Cuauhtémoc, Ciudad de México",45000.0,2.0,2.0,120.0,1,0,0,0,0,0,0
1880,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",90000.0,3.0,3.0,356.0,0,0,0,1,0,0,0
1881,"Napoles, Benito Juárez, Ciudad de México",35000.0,2.0,3.0,99.0,1,0,0,0,0,0,0
1882,"Polanco, Miguel Hidalgo, Ciudad de México",135000.0,3.0,3.0,351.0,0,0,0,1,0,0,0
1883,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",28700.0,1.0,1.0,48.0,1,0,0,0,0,0,0
1884,"Roma Norte, Cuauhtémoc, Ciudad de México",24000.0,1.0,1.0,61.0,0,0,0,1,0,0,0
1885,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",60000.0,2.0,3.0,190.0,1,0,0,0,0,0,0
1886,"San Gabriel, Álvaro Obregón, Ciudad de México",37000.0,3.0,3.0,135.0,0,0,0,0,0,1,0
1887,"Juárez, Cuauhtémoc, Ciudad de México",32000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
1888,"Juárez, Cuauhtémoc, Ciudad de México",45000.0,1.0,1.0,115.0,1,0,0,0,0,0,0
1889,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",75000.0,3.0,3.0,400.0,1,0,0,0,0,0,0
1890,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",15030.0,1.0,1.0,48.0,1,0,0,0,0,0,0
1891,"Santa Rosa, Gustavo A. Madero, Ciudad de México",11000.0,1.0,2.0,62.0,0,0,0,0,0,0,0
1892,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",19030.0,1.0,1.0,51.0,1,0,0,0,0,0,0
1893,"Lomas de Sotelo, Miguel Hidalgo, Ciudad de México",20278.0,1.0,1.0,51.0,1,0,0,0,0,0,0
1894,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",29111.0,2.0,2.0,67.0,1,0,0,0,0,0,0
1895,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",17930.0,1.0,1.0,51.0,0,0,0,0,0,1,0
1896,"Fuentes del Pedregal, Tlalpan, Ciudad de México",61850.0,2.0,2.0,165.0,0,0,0,1,0,0,0
1897,"Condesa, Cuauhtémoc, Ciudad de México",30000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
1898,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24300.0,1.0,1.0,42.0,0,0,0,0,0,0,0
1899,"Roma Norte, Cuauhtémoc, Ciudad de México",31000.0,1.0,2.0,95.0,0,0,0,1,0,0,0
1900,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",8500.0,3.0,3.0,390.0,1,0,0,0,0,0,0
1901,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",43000.0,2.0,3.0,183.0,1,0,0,0,0,0,0
1902,"Narvarte, Benito Juárez, Ciudad de México",32500.0,2.0,2.0,80.0,1,0,0,0,0,0,0
1903,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",33200.0,2.0,2.0,110.0,1,0,0,0,0,0,0
1904,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",19030.0,1.0,1.0,48.0,1,0,0,0,0,0,0
1905,"Santa Maria La Ribera, Cuauhtémoc, Ciudad de México",16000.0,2.0,2.0,70.0,0,0,0,0,0,0,0
1906,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",30000.0,2.0,2.0,114.0,0,0,0,0,0,1,0
1907,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",17930.0,1.0,1.0,51.0,0,0,0,0,0,1,0
1908,"Condesa, Cuauhtémoc, Ciudad de México",43000.0,2.0,3.0,170.0,0,0,0,0,0,0,0
1909,"Portales, Benito Juárez, Ciudad de México",17900.0,2.0,2.0,66.0,1,0,0,0,0,0,0
1910,"Juárez, Cuauhtémoc, Ciudad de México",17752.0,1.0,1.0,38.0,0,0,0,0,0,1,0
1911,"Juárez, Cuauhtémoc, Ciudad de México",22275.0,1.0,1.0,48.0,0,0,0,0,0,0,1
1912,"Lomas de Guadalupe, Álvaro Obregón, Ciudad de México",16000.0,2.0,2.0,100.0,1,0,0,0,0,0,0
1913,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",75000.0,2.0,2.0,158.0,1,0,0,0,0,0,0
1914,"Fuentes del Pedregal, Tlalpan, Ciudad de México",45000.0,2.0,2.0,146.0,0,0,0,0,0,1,0
1915,"Polanco, Miguel Hidalgo, Ciudad de México",67000.0,3.0,3.0,220.0,0,0,0,0,0,0,1
1916,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27889.0,,,,0,0,0,0,0,0,0
1917,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24300.0,1.0,1.0,42.0,0,0,0,0,0,0,0
1918,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",25000.0,2.0,2.0,72.0,0,0,0,0,0,1,0
1919,"Portales, Benito Juárez, Ciudad de México",21000.0,2.0,2.0,65.0,0,0,0,1,0,0,0
1920,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",27200.0,1.0,1.0,48.0,0,0,0,0,0,0,1
1921,"Roma Norte, Cuauhtémoc, Ciudad de México",23100.0,1.0,1.0,,0,0,0,0,0,0,0
1922,"Roma Sur, Cuauhtémoc, Ciudad de México",40000.0,1.0,1.0,63.0,0,0,0,1,0,0,0
1923,"Juárez, Cuauhtémoc, Ciudad de México",17800.0,1.0,1.0,39.0,1,0,0,0,0,0,0
1924,"Las Águilas, Álvaro Obregón, Ciudad de México",100000.0,5.0,4.0,506.0,1,0,0,0,0,0,0
1925,"Santa Fe, Álvaro Obregón, Ciudad de México",28000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
1926,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",85000.0,1.0,1.0,120.0,1,0,0,0,0,0,0
1927,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,3.0,2.0,210.0,0,0,0,0,0,0,0
1928,"Narvarte, Benito Juárez, Ciudad de México",32500.0,2.0,2.0,80.0,1,0,0,0,0,0,0
1929,"Narvarte, Benito Juárez, Ciudad de México",23000.0,2.0,2.0,86.0,2,0,0,0,0,0,0
1930,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",22500.0,1.0,1.0,71.0,1,0,0,0,0,0,0
1931,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,4.0,3.0,,0,0,0,0,0,0,0
1932,"Condesa, Cuauhtémoc, Ciudad de México",43000.0,2.0,3.0,170.0,0,0,0,0,0,0,0
1933,"Juárez, Cuauhtémoc, Ciudad de México",38000.0,1.0,2.0,80.0,1,0,0,0,0,0,0
1934,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35733.0,2.0,2.0,79.0,1,0,0,0,0,0,0
1935,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",33000.0,1.0,1.0,90.0,1,0,0,0,0,0,0
1936,"Roma Norte, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,42.0,0,0,0,0,0,0,0
1937,"Juárez, Cuauhtémoc, Ciudad de México",32000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
1938,"Irrigación, Miguel Hidalgo, Ciudad de México",80000.0,4.0,3.0,420.0,2,0,0,0,0,0,0
1939,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",33000.0,1.0,1.0,100.0,1,0,0,0,0,0,0
1940,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,2.0,3.0,190.0,1,0,0,0,0,0,0
1941,"Irrigación, Miguel Hidalgo, Ciudad de México",35000.0,2.0,3.0,127.0,1,0,0,0,0,0,0
1942,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35733.0,2.0,2.0,79.0,1,0,0,0,0,0,0
1943,"Condesa, Cuauhtémoc, Ciudad de México",35000.0,2.0,2.0,130.0,0,0,0,0,0,0,0
1944,"Roma Norte, Cuauhtémoc, Ciudad de México",22500.0,1.0,1.0,40.0,0,0,0,1,0,0,0
1945,"Insurgentes Mixcoac, Benito Juárez, Ciudad de México",30000.0,2.0,2.0,65.0,2,0,0,0,0,0,0
1946,"Polanco, Miguel Hidalgo, Ciudad de México",40000.0,2.0,3.0,,0,0,0,0,0,0,0
1947,"Juárez, Cuauhtémoc, Ciudad de México",38000.0,1.0,2.0,80.0,1,0,0,0,0,0,0
1948,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,2.0,167.0,2,0,0,0,0,0,0
1949,"Roma Norte, Cuauhtémoc, Ciudad de México",27500.0,2.0,2.0,80.0,1,0,0,0,0,0,0
1950,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,3.0,2.0,210.0,2,0,0,0,0,0,0
1951,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",33000.0,1.0,1.0,90.0,1,0,0,0,0,0,0
1952,"Condesa, Cuauhtémoc, Ciudad de México",28000.0,1.0,1.0,100.0,1,0,0,0,0,0,0
1953,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",28000.0,2.0,2.0,85.0,1,0,0,0,0,0,0
1954,"Polanco, Miguel Hidalgo, Ciudad de México",40000.0,2.0,3.0,,0,0,0,0,0,0,0
1955,"Roma Sur, Cuauhtémoc, Ciudad de México",43000.0,2.0,2.0,100.0,1,0,0,0,0,0,0
1956,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,2.0,3.0,325.0,1,0,0,0,0,0,0
1957,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,3.0,325.0,2,0,0,0,0,0,0
1958,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,3.0,325.0,1,0,0,0,0,0,0
1959,"Roma Norte, Cuauhtémoc, Ciudad de México",39900.0,2.0,2.0,80.0,0,1,0,0,0,0,0
1960,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad de México",14600.0,2.0,3.0,112.0,0,1,0,0,0,0,0
1961,"Roma Sur, Cuauhtémoc, Ciudad de México",17920.0,1.0,2.0,87.0,0,0,0,0,0,0,0
1962,"Escandón II Sección, Miguel Hidalgo, Ciudad de México",8500.0,3.0,3.0,480.0,4,0,0,0,0,0,0
1963,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",145000.0,4.0,3.0,300.0,0,0,0,0,0,1,0
1964,"Roma Norte, Cuauhtémoc, Ciudad de México",30000.0,1.0,2.0,,0,0,0,0,0,0,0
1965,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",43650.0,3.0,3.0,280.0,0,1,0,0,0,0,0
1966,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",145000.0,4.0,3.0,300.0,0,0,0,0,0,1,0
1967,"Roma Norte, Cuauhtémoc, Ciudad de México",39900.0,2.0,2.0,80.0,0,1,0,0,0,0,0
1968,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad de México",14600.0,2.0,3.0,112.0,0,1,0,0,0,0,0
1969,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",55000.0,3.0,3.0,230.0,0,0,0,1,0,0,0
1970,"Unidad Independencia IMSS, La Magdalena Contreras, Ciudad de México",47700.0,3.0,3.0,512.0,2,0,0,0,0,0,0
1971,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",17000.0,1.0,2.0,80.0,0,0,0,0,0,0,0
1972,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",10000.0,3.0,3.0,509.0,3,0,0,0,0,0,0
1973,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",80000.0,3.0,3.0,350.0,4,0,0,0,0,0,0
1974,"Contadero, Cuajimalpa de Morelos, Ciudad de México",23000.0,2.0,3.0,89.0,2,0,0,0,0,0,0
1975,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",35000.0,3.0,3.0,180.0,2,0,0,0,0,0,0
1976,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,2.0,2.0,264.0,2,0,0,0,0,0,0
1977,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",29000.0,2.0,2.0,80.0,2,0,0,0,0,0,0
1978,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,207.0,0,0,0,0,0,0,0
1979,"Polanco, Miguel Hidalgo, Ciudad de México",95000.0,2.0,2.0,190.0,3,0,0,0,0,0,0
1980,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",23000.0,2.0,2.0,70.0,2,0,0,0,0,0,0
1981,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",29000.0,2.0,2.0,198.0,2,0,0,0,0,0,0
1982,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,2.0,2.0,254.0,4,0,0,0,0,0,0
1983,"Polanco, Miguel Hidalgo, Ciudad de México",10000.0,4.0,4.0,350.0,0,0,0,0,0,0,0
1984,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",34000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
1985,"Tabacalera, Cuauhtémoc, Ciudad de México",22000.0,1.0,1.0,48.0,0,0,0,0,0,1,0
1986,"Roma Norte, Cuauhtémoc, Ciudad de México",25500.0,1.0,1.0,48.0,1,0,0,0,0,0,0
1987,"San Mateo Tlaltenango, Cuajimalpa de Morelos, Ciudad de México",50000.0,2.0,3.0,164.0,3,0,0,0,0,0,0
1988,"Polanco, Miguel Hidalgo, Ciudad de México",130000.0,3.0,4.0,267.0,3,0,0,0,0,0,0
1989,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",10000.0,3.0,3.0,509.0,3,0,0,0,0,0,0
1990,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,2.0,2.0,175.0,0,0,0,1,0,0,0
1991,"Polanco, Miguel Hidalgo, Ciudad de México",1900.0,2.0,2.0,,0,0,0,0,0,0,0
1992,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",80000.0,3.0,3.0,350.0,4,0,0,0,0,0,0
1993,"Roma Norte, Cuauhtémoc, Ciudad de México",55000.0,3.0,3.0,143.0,2,0,0,0,0,0,0
1994,"Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",29000.0,2.0,2.0,198.0,2,0,0,0,0,0,0
1995,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,2.0,2.0,175.0,0,0,0,1,0,0,0
1996,"Polanco, Miguel Hidalgo, Ciudad de México",130000.0,3.0,4.0,267.0,3,0,0,0,0,0,0
1997,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",23000.0,2.0,2.0,70.0,2,0,0,0,0,0,0
1998,"Potrero de San Bernardino, Xochimilco, Ciudad de México",15000.0,1.0,2.0,65.0,5,0,0,0,0,0,0
1999,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,3.0,3.0,300.0,5,0,0,0,0,0,0
2000,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",34000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
2001,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,3.0,3.0,257.0,0,0,0,1,0,0,0
2002,"Polanco, Miguel Hidalgo, Ciudad de México",4500.0,2.0,3.0,200.0,2,0,0,0,0,0,0
2003,"Condesa, Cuauhtémoc, Ciudad de México",32000.0,1.0,1.0,55.0,0,1,0,0,0,0,0
2004,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",35000.0,2.0,2.0,94.0,2,0,0,0,0,0,0
2005,"Lago Sur, Miguel Hidalgo, Ciudad de México",15900.0,1.0,1.0,50.0,1,0,0,0,0,0,0
2006,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",37000.0,1.0,1.0,77.0,2,0,0,0,0,0,0
2007,"Roma Norte, Cuauhtémoc, Ciudad de México",35000.0,1.0,3.0,150.0,0,1,0,0,0,0,0
2008,"Contadero, Cuajimalpa de Morelos, Ciudad de México",56000.0,3.0,3.0,167.0,2,0,0,0,0,0,0
2009,"Olivar de los Padres, Álvaro Obregón, Ciudad de México",25000.0,2.0,2.0,77.0,2,0,0,0,0,0,0
2010,"Guadalupe Inn, Álvaro Obregón, Ciudad de México",21000.0,1.0,1.0,54.0,2,0,0,0,0,0,0
2011,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",70000.0,2.0,3.0,270.0,2,0,0,0,0,0,0
2012,"Polanco, Miguel Hidalgo, Ciudad de México",1900.0,2.0,2.0,,0,0,0,0,0,0,0
2013,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",95000.0,2.0,2.0,128.0,2,0,0,0,0,0,0
2014,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,2.0,3.0,220.0,1,0,0,0,0,0,0
2015,"Juárez, Cuauhtémoc, Ciudad de México",35000.0,1.0,1.0,55.0,0,0,0,1,0,0,0
2016,"Del Valle, Benito Juárez, Ciudad de México",37500.0,2.0,2.0,115.0,2,0,0,0,0,0,0
2017,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",52000.0,3.0,3.0,140.0,3,0,0,0,0,0,0
2018,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",50000.0,2.0,2.0,110.0,2,0,0,0,0,0,0
2019,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",60000.0,2.0,2.0,215.0,2,0,0,0,0,0,0
2020,"Polanco, Miguel Hidalgo, Ciudad de México",4500.0,2.0,3.0,200.0,2,0,0,0,0,0,0
2021,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",14000.0,3.0,3.0,255.0,2,0,0,0,0,0,0
2022,"Polanco, Miguel Hidalgo, Ciudad de México",18000.0,3.0,3.0,450.0,3,0,0,0,0,0,0
2023,"Reforma Social, Miguel Hidalgo, Ciudad de México",33900.0,2.0,2.0,135.0,2,0,0,0,0,0,0
2024,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,3.0,3.0,,0,0,0,0,0,0,0
2025,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",50000.0,2.0,2.0,110.0,2,0,0,0,0,0,0
2026,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",70000.0,2.0,3.0,270.0,2,0,0,0,0,0,0
2027,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",15000.0,3.0,3.0,255.0,2,0,0,0,0,0,0
2028,"La Noria, Xochimilco, Ciudad de México",10500.0,1.0,2.0,65.0,0,0,0,0,0,0,0
2029,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",7500.0,4.0,4.0,450.0,3,0,0,0,0,0,0
2030,"San José de los Cedros, Cuajimalpa de Morelos, Ciudad de México",22000.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2031,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35000.0,1.0,1.0,75.0,1,0,0,0,0,0,0
2032,"San José Insurgentes, Benito Juárez, Ciudad de México",28000.0,2.0,2.0,87.0,0,0,0,1,0,0,0
2033,"Narvarte, Benito Juárez, Ciudad de México",33000.0,2.0,3.0,110.0,2,0,0,0,0,0,0
2034,"Polanco, Miguel Hidalgo, Ciudad de México",110000.0,3.0,3.0,280.0,3,0,0,0,0,0,0
2035,"Polanco, Miguel Hidalgo, Ciudad de México",42000.0,2.0,2.0,190.0,1,0,0,0,0,0,0
2036,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",6000.0,2.0,1.0,123.0,2,0,0,0,0,0,0
2037,"San José de los Cedros, Cuajimalpa de Morelos, Ciudad de México",22000.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2038,"La Peñita del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",26000.0,2.0,3.0,140.0,3,0,0,0,0,0,0
2039,"Santo Tomas, Azcapotzalco, Ciudad de México",14500.0,1.0,2.0,4676.0,1,0,0,0,0,0,0
2040,"Narvarte, Benito Juárez, Ciudad de México",25000.0,1.0,2.0,90.0,2,0,0,0,0,0,0
2041,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",26500.0,1.0,1.0,55.0,0,0,0,1,0,0,0
2042,"Juárez, Cuauhtémoc, Ciudad de México",4500.0,1.0,1.0,85.0,2,0,0,0,0,0,0
2043,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",25000.0,1.0,1.0,55.0,0,0,0,1,0,0,0
2044,"Roma Norte, Cuauhtémoc, Ciudad de México",28600.0,1.0,1.0,43.0,0,0,1,0,0,0,0
2045,"Granada, Miguel Hidalgo, Ciudad de México",55000.0,2.0,3.0,128.0,0,0,0,0,0,1,0
2046,"Condesa, Cuauhtémoc, Ciudad de México",29420.0,1.0,1.0,51.0,0,0,0,1,0,0,0
2047,"Narvarte, Benito Juárez, Ciudad de México",35000.0,2.0,3.0,105.0,2,0,0,0,0,0,0
2048,"Irrigación, Miguel Hidalgo, Ciudad de México",31000.0,1.0,1.0,92.0,0,1,0,0,0,0,0
2049,"Roma Sur, Cuauhtémoc, Ciudad de México",65000.0,2.0,3.0,268.0,0,0,0,0,0,1,0
2050,"Roma Norte, Cuauhtémoc, Ciudad de México",36700.0,1.0,1.0,51.0,0,0,0,0,1,0,0
2051,"Condesa, Cuauhtémoc, Ciudad de México",45000.0,1.0,1.0,70.0,0,0,0,0,0,0,0
2052,"Condesa, Cuauhtémoc, Ciudad de México",33520.0,1.0,1.0,53.0,0,0,0,1,0,0,0
2053,"San José Insurgentes, Benito Juárez, Ciudad de México",29000.0,2.0,2.0,84.0,0,0,0,1,0,0,0
2054,"Granada, Miguel Hidalgo, Ciudad de México",55000.0,2.0,3.0,128.0,0,0,0,0,0,1,0
2055,"Periodista, Miguel Hidalgo, Ciudad de México",23500.0,1.0,1.0,66.0,1,0,0,0,0,0,0
2056,"La Noria, Xochimilco, Ciudad de México",10500.0,1.0,2.0,65.0,0,0,0,0,0,0,0
2057,"Valle Gómez, Cuauhtémoc, Ciudad de México",16000.0,1.0,2.0,52.0,1,0,0,0,0,0,0
2058,"Condesa, Cuauhtémoc, Ciudad de México",29420.0,1.0,1.0,51.0,0,0,0,1,0,0,0
2059,"Reforma Social, Miguel Hidalgo, Ciudad de México",35000.0,2.0,2.0,130.0,2,0,0,0,0,0,0
2060,"Roma Norte, Cuauhtémoc, Ciudad de México",28600.0,1.0,1.0,43.0,0,0,1,0,0,0,0
2061,"Roma Norte, Cuauhtémoc, Ciudad de México",39900.0,2.0,2.0,80.0,1,0,0,0,0,0,0
2062,"San José Insurgentes, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,82.0,0,0,0,1,0,0,0
2063,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",21500.0,1.0,1.0,50.0,0,0,0,0,0,0,0
2064,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",26500.0,1.0,1.0,55.0,0,0,0,1,0,0,0
2065,"Ciudad de los Deportes, Benito Juárez, Ciudad de México",19200.0,1.0,2.0,92.0,1,0,0,0,0,0,0
2066,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,3.0,3.0,190.0,0,1,0,0,0,0,0
2067,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",23000.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2068,"Roma Norte, Cuauhtémoc, Ciudad de México",36700.0,1.0,1.0,51.0,0,0,0,0,1,0,0
2069,"Narvarte, Benito Juárez, Ciudad de México",35000.0,,,,0,0,0,0,0,0,0
2070,"Nueva Vallejo, Gustavo A. Madero, Ciudad de México",16000.0,1.0,1.0,30.0,0,1,0,0,0,0,0
2071,"Narvarte, Benito Juárez, Ciudad de México",28500.0,3.0,2.0,115.0,2,0,0,0,0,0,0
2072,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",145000.0,3.0,3.0,300.0,3,0,0,0,0,0,0
2073,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",47000.0,2.0,2.0,118.0,2,0,0,0,0,0,0
2074,"Tabacalera, Cuauhtémoc, Ciudad de México",19900.0,,,,0,0,0,0,0,0,0
2075,"Polanco, Miguel Hidalgo, Ciudad de México",60000.0,2.0,2.0,189.0,2,0,0,0,0,0,0
2076,"Irrigación, Miguel Hidalgo, Ciudad de México",31000.0,1.0,1.0,92.0,0,1,0,0,0,0,0
2077,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,3.0,3.0,330.0,1,0,0,0,0,0,0
2078,"San José Insurgentes, Benito Juárez, Ciudad de México",28500.0,2.0,2.0,93.0,0,0,0,1,0,0,0
