,Direccion,Costo,Baños,Recamaras,Area,Estacionamientos,Seguridad,Balcon,Terraza,Jardines,Alberca,Gimnasio
2079,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",47000.0,2.0,2.0,118.0,2,0,0,0,0,0,0
2080,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",23000.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2081,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",65000.0,2.0,2.0,292.0,2,0,0,0,0,0,0
2082,"Roma Norte, Cuauhtémoc, Ciudad de México",53000.0,2.0,3.0,210.0,2,0,0,0,0,0,0
2083,"Napoles, Benito Juárez, Ciudad de México",38000.0,2.0,2.0,70.0,0,0,0,1,0,0,0
2084,"Moderna, Benito Juárez, Ciudad de México",22000.0,1.0,1.0,65.0,1,0,0,0,0,0,0
2085,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,3.0,260.0,2,0,0,0,0,0,0
2086,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",21500.0,1.0,1.0,50.0,0,0,0,0,0,0,0
2087,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",17000.0,1.0,2.0,80.0,1,0,0,0,0,0,0
2088,"Tabacalera, Cuauhtémoc, Ciudad de México",19900.0,,,,0,0,0,0,0,0,0
2089,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",57000.0,3.0,3.0,208.0,3,0,0,0,0,0,0
2090,"Escandón II Sección, Miguel Hidalgo, Ciudad de México",12500.0,1.0,1.0,41.0,0,0,0,0,0,0,0
2091,"Polanco, Miguel Hidalgo, Ciudad de México",64000.0,3.0,3.0,240.0,2,0,0,0,0,0,0
2092,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",40000.0,3.0,3.0,140.0,4,0,0,0,0,0,0
2093,"Roma Norte, Cuauhtémoc, Ciudad de México",35000.0,2.0,2.0,73.0,1,0,0,0,0,0,0
2094,"Polanco, Miguel Hidalgo, Ciudad de México",90000.0,3.0,3.0,330.0,1,0,0,0,0,0,0
2095,"Contadero, Cuajimalpa de Morelos, Ciudad de México",40000.0,2.0,2.0,,0,0,0,0,0,0,0
2096,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad de México",14600.0,2.0,3.0,112.0,2,0,0,0,0,0,0
2097,"Polanco, Miguel Hidalgo, Ciudad de México",80000.0,3.0,3.0,260.0,3,0,0,0,0,0,0
2098,"Tabacalera, Cuauhtémoc, Ciudad de México",13000.0,1.0,3.0,60.0,0,0,0,0,0,0,0
2099,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",23306.0,1.0,2.0,78.0,0,0,0,0,0,0,0
2100,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35000.0,2.0,2.0,80.0,2,0,0,0,0,0,0
2101,"Polanco, Miguel Hidalgo, Ciudad de México",91800.0,,,,0,0,0,0,0,0,0
2102,"Juárez, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,55.0,1,0,0,0,0,0,0
2103,"Polanco, Miguel Hidalgo, Ciudad de México",14000.0,3.0,3.0,,0,0,0,0,0,0,0
2104,"Juárez, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
2105,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,3.0,260.0,2,0,0,0,0,0,0
2106,"Roma Norte, Cuauhtémoc, Ciudad de México",53000.0,2.0,3.0,210.0,2,0,0,0,0,0,0
2107,"Contadero, Cuajimalpa de Morelos, Ciudad de México",40000.0,2.0,2.0,,0,0,0,0,0,0,0
2108,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",23306.0,1.0,2.0,78.0,0,0,0,0,0,0,0
2109,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",7000.0,2.0,3.0,340.0,0,0,0,0,0,0,0
2110,"Juárez, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,55.0,1,0,0,0,0,0,0
2111,"Ciudad de los Deportes, Benito Juárez, Ciudad de México",32000.0,2.0,2.0,73.0,1,0,0,0,0,0,0
2112,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",24900.0,1.0,2.0,97.0,0,0,0,0,0,0,0
2113,"Lomas de Sotelo, Naucalpan de Juárez, Estado de México",17500.0,1.0,1.0,41.0,0,0,0,0,0,1,0
2114,"Juárez, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,60.0,1,0,0,0,0,0,0
2115,"Napoles, Benito Juárez, Ciudad de México",18820.0,1.0,1.0,38.0,1,0,0,0,0,0,0
2116,"Juárez, Cuauhtémoc, Ciudad de México",23000.0,1.0,1.0,55.0,1,0,0,0,0,0,0
2117,"Cuauhtémoc, Ciudad de México",19120.0,1.0,1.0,34.0,1,0,0,0,0,0,0
2118,"Parque San Andrés, Coyoacán, Ciudad de México",18500.0,3.0,3.0,90.0,1,0,0,0,0,0,0
2119,"Napoles, Benito Juárez, Ciudad de México",20820.0,1.0,1.0,38.0,1,0,0,0,0,0,0
2120,"Condesa, Cuauhtémoc, Ciudad de México",18600.0,1.0,1.0,41.0,1,0,0,0,0,0,0
2121,"Atlamaya, Álvaro Obregón, Ciudad de México",27000.0,2.0,2.0,92.0,0,0,0,0,0,1,0
2122,"Pedregal de Santo Domingo, Coyoacán, Ciudad de México",15000.0,2.0,3.0,87.0,0,1,0,0,0,0,0
2123,"Barrio La Concepción, Coyoacán, Ciudad de México",15000.0,1.0,1.0,29.0,0,0,0,1,0,0,0
2124,"Juárez, Cuauhtémoc, Ciudad de México",21900.0,1.0,1.0,39.0,1,0,0,0,0,0,0
2125,"Santiago Sur, Iztacalco, Ciudad de México",13800.0,1.0,2.0,70.0,0,0,1,0,0,0,0
2126,"Toriello Guerra, Tlalpan, Ciudad de México",21000.0,1.0,2.0,90.0,1,0,0,0,0,0,0
2127,"Fuentes del Pedregal, Tlalpan, Ciudad de México",19000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
2128,"Roma Norte, Cuauhtémoc, Ciudad de México",31700.0,1.0,1.0,43.0,0,1,0,0,0,0,0
2129,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",19920.0,1.0,1.0,38.0,1,0,0,0,0,0,0
2130,"San Pedro de los Pinos, Álvaro Obregón, Ciudad de México",55000.0,2.0,2.0,175.0,1,0,0,0,0,0,0
2131,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",19800.0,1.0,1.0,34.0,1,0,0,0,0,0,0
2132,"La Martinica, Álvaro Obregón, Ciudad de México",20000.0,2.0,2.0,63.0,0,0,0,0,0,1,0
2133,"Parque San Andrés, Coyoacán, Ciudad de México",18500.0,3.0,3.0,90.0,1,0,0,0,0,0,0
2134,"Polanco, Miguel Hidalgo, Ciudad de México",75000.0,3.0,3.0,,0,0,0,0,0,0,0
2135,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",40000.0,2.0,1.0,120.0,2,0,0,0,0,0,0
2136,"Roma Norte, Cuauhtémoc, Ciudad de México",27700.0,1.0,1.0,42.0,0,1,0,0,0,0,0
2137,"Roma Norte, Cuauhtémoc, Ciudad de México",45200.0,2.0,2.0,68.0,0,1,0,0,0,0,0
2138,"Polanco, Miguel Hidalgo, Ciudad de México",59000.0,3.0,3.0,210.0,2,0,0,0,0,0,0
2139,"Condesa, Cuauhtémoc, Ciudad de México",32120.0,1.0,1.0,51.0,0,0,1,0,0,0,0
2140,"Santiago Sur, Iztacalco, Ciudad de México",13800.0,1.0,2.0,70.0,0,0,1,0,0,0,0
2141,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",65000.0,2.0,3.0,230.0,0,1,0,0,0,0,0
2142,"Del Valle, Benito Juárez, Ciudad de México",33000.0,,,,0,0,0,0,0,0,0
2143,"San Pedro de los Pinos, Álvaro Obregón, Ciudad de México",55000.0,2.0,2.0,175.0,1,0,0,0,0,0,0
2144,"Roma Norte, Cuauhtémoc, Ciudad de México",35000.0,,,,0,0,0,0,0,0,0
2145,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",33500.0,2.0,2.0,146.0,0,1,0,0,0,0,0
2146,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",26000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
2147,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35000.0,2.0,2.0,86.0,2,0,0,0,0,0,0
2148,"Mariano Escobedo, Miguel Hidalgo, Ciudad de México",23000.0,1.0,3.0,67.0,1,0,0,0,0,0,0
2149,"Polanco, Miguel Hidalgo, Ciudad de México",69000.0,3.0,2.0,165.0,2,0,0,0,0,0,0
2150,"Cuevitas, Álvaro Obregón, Ciudad de México",19500.0,1.0,1.0,56.0,0,1,0,0,0,0,0
2151,"Polanco, Miguel Hidalgo, Ciudad de México",45000.0,2.0,3.0,130.0,2,0,0,0,0,0,0
2152,"Contadero, Cuajimalpa de Morelos, Ciudad de México",27000.0,2.0,2.0,2021.0,2,0,0,0,0,0,0
2153,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",26000.0,2.0,2.0,80.0,1,0,0,0,0,0,0
2154,"Obrera, Cuauhtémoc, Ciudad de México",15000.0,1.0,2.0,59.0,1,0,0,0,0,0,0
2155,"Polanco, Miguel Hidalgo, Ciudad de México",12000.0,4.0,5.0,800.0,2,0,0,0,0,0,0
2156,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",78000.0,3.0,3.0,173.0,2,0,0,0,0,0,0
2157,"Ampliación el Yaqui, Cuajimalpa de Morelos, Ciudad de México",40000.0,3.0,3.0,180.0,2,0,0,0,0,0,0
2158,"Lomas de Memetla, Cuajimalpa de Morelos, Ciudad de México",35000.0,2.0,2.0,96.0,2,0,0,0,0,0,0
2159,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",18000.0,1.0,1.0,42.0,0,0,0,0,0,1,0
2160,"Contadero, Cuajimalpa de Morelos, Ciudad de México",23000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
2161,"Bosques de Tetlameya, Coyoacán, Ciudad de México",4000.0,1.0,1.0,16.0,0,0,0,0,0,0,0
2162,"Roma Norte, Cuauhtémoc, Ciudad de México",22000.0,1.0,1.0,45.0,0,0,0,1,0,0,0
2163,"Santa Fe, Álvaro Obregón, Ciudad de México",36500.0,2.0,2.0,81.0,2,0,0,0,0,0,0
2164,"General Pedro Maria Anaya, Benito Juárez, Ciudad de México",32000.0,,2.0,,0,0,0,0,0,0,0
2165,"Obrera, Cuauhtémoc, Ciudad de México",15000.0,1.0,2.0,59.0,1,0,0,0,0,0,0
2166,"Contadero, Cuajimalpa de Morelos, Ciudad de México",23000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
2167,"Pueblo Nuevo Alto, La Magdalena Contreras, Ciudad de México",9200.0,1.0,1.0,50.0,0,0,0,0,1,0,0
2168,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",35000.0,2.0,2.0,113.0,2,0,0,0,0,0,0
2169,"Del Valle, Benito Juárez, Ciudad de México",42000.0,2.0,3.0,157.0,2,0,0,0,0,0,0
2170,"Paseo de las Lomas, Álvaro Obregón, Ciudad de México",18500.0,1.0,1.0,71.0,1,0,0,0,0,0,0
2171,"Lomas de Tarango, Álvaro Obregón, Ciudad de México",20000.0,2.0,2.0,,0,0,0,0,0,0,0
2172,"Lomas de Tarango, Álvaro Obregón, Ciudad de México",30000.0,2.0,3.0,90.0,2,0,0,0,0,0,0
2173,"San Jerónimo Aculco, La Magdalena Contreras, Ciudad de México",13000.0,1.0,2.0,70.0,0,0,0,0,0,0,0
2174,"Chimalcoyotl, Tlalpan, Ciudad de México",20000.0,2.0,3.0,180.0,3,0,0,0,0,0,0
2175,"Lomas de Tarango, Álvaro Obregón, Ciudad de México",20000.0,2.0,2.0,69.0,2,0,0,0,0,0,0
2176,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",8000.0,2.0,2.0,180.0,0,0,0,0,0,0,1
2177,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",37000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
2178,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",42600.0,2.0,2.0,87.0,1,0,0,0,0,0,0
2179,"Juárez, Cuauhtémoc, Ciudad de México",19500.0,1.0,1.0,36.0,0,0,0,0,0,1,0
2180,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",34500.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2181,"Lomas de Tarango, Álvaro Obregón, Ciudad de México",16000.0,1.0,1.0,43.0,1,0,0,0,0,0,0
2182,"Mixcoac, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,82.0,1,0,0,0,0,0,0
2183,"Del Valle, Benito Juárez, Ciudad de México",35000.0,2.0,3.0,220.0,1,0,0,0,0,0,0
2184,"Roma Norte, Cuauhtémoc, Ciudad de México",32500.0,2.0,2.0,65.0,0,1,0,0,0,0,0
2185,"Letrán Valle, Benito Juárez, Ciudad de México",24100.0,1.0,1.0,57.0,0,0,0,1,0,0,0
2186,"San José Insurgentes, Benito Juárez, Ciudad de México",39500.0,2.0,2.0,153.0,1,0,0,0,0,0,0
2187,"Santa Fe, Álvaro Obregón, Ciudad de México",29500.0,1.0,2.0,61.0,2,0,0,0,0,0,0
2188,"San Jerónimo Aculco, La Magdalena Contreras, Ciudad de México",13000.0,1.0,2.0,70.0,0,0,0,0,0,0,0
2189,"San José Insurgentes, Benito Juárez, Ciudad de México",39500.0,2.0,2.0,153.0,1,0,0,0,0,0,0
2190,"Polanco, Miguel Hidalgo, Ciudad de México",35000.0,1.0,1.0,70.0,0,0,0,1,0,0,0
2191,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",24120.0,,,,0,0,0,0,0,0,0
2192,"Condesa, Cuauhtémoc, Ciudad de México",45000.0,2.0,1.0,115.0,2,0,0,0,0,0,0
2193,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",65000.0,2.0,2.0,209.0,1,0,0,0,0,0,0
2194,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",26500.0,2.0,2.0,85.0,1,0,0,0,0,0,0
2195,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",25500.0,,,,0,0,0,0,0,0,0
2196,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",37000.0,2.0,2.0,120.0,2,0,0,0,0,0,0
2197,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",29000.0,2.0,2.0,90.0,1,0,0,0,0,0,0
2198,"Lomas de Tarango, Álvaro Obregón, Ciudad de México",30000.0,2.0,3.0,90.0,2,0,0,0,0,0,0
2199,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",39900.0,2.0,2.0,80.0,1,0,0,0,0,0,0
2200,"Roma Norte, Cuauhtémoc, Ciudad de México",32500.0,2.0,2.0,65.0,0,1,0,0,0,0,0
2201,"Mixcoac, Benito Juárez, Ciudad de México",27000.0,2.0,2.0,82.0,1,0,0,0,0,0,0
2202,"Napoles, Benito Juárez, Ciudad de México",38000.0,2.0,2.0,70.0,0,0,0,1,0,0,0
2203,"Irrigación, Miguel Hidalgo, Ciudad de México",31000.0,1.0,1.0,92.0,0,1,0,0,0,0,0
2204,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",34500.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2205,"Polanco, Miguel Hidalgo, Ciudad de México",39000.0,2.0,1.0,60.0,0,0,0,1,0,0,0
2206,"Granada, Miguel Hidalgo, Ciudad de México",40677.0,3.0,3.0,132.0,2,0,0,0,0,0,0
2207,"Letrán Valle, Benito Juárez, Ciudad de México",24100.0,1.0,1.0,57.0,0,0,0,1,0,0,0
2208,"Juárez, Cuauhtémoc, Ciudad de México",19300.0,1.0,1.0,35.0,0,0,0,0,0,1,0
2209,"Napoles, Benito Juárez, Ciudad de México",29100.0,1.0,1.0,60.0,0,0,0,1,0,0,0
2210,"Tabacalera, Cuauhtémoc, Ciudad de México",37400.0,1.0,1.0,75.0,0,1,0,0,0,0,0
2211,"8 de Agosto, Álvaro Obregón, Ciudad de México",23500.0,2.0,2.0,68.0,1,0,0,0,0,0,0
2212,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",40200.0,1.0,1.0,68.0,0,1,0,0,0,0,0
2213,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",35800.0,1.0,2.0,63.0,1,0,0,0,0,0,0
2214,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",71000.0,3.0,3.0,200.0,3,0,0,0,0,0,0
2215,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",145000.0,3.0,3.0,600.0,4,0,0,0,0,0,0
2216,"San José Insurgentes, Benito Juárez, Ciudad de México",41300.0,2.0,2.0,156.0,1,0,0,0,0,0,0
2217,"Del Carmen, Coyoacán, Ciudad de México",17000.0,1.0,1.0,43.0,0,0,0,1,0,0,0
2218,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",71000.0,3.0,3.0,200.0,3,0,0,0,0,0,0
2219,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",26500.0,2.0,2.0,85.0,1,0,0,0,0,0,0
2220,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",145000.0,3.0,3.0,600.0,4,0,0,0,0,0,0
2221,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos, Ciudad de México",71000.0,3.0,3.0,200.0,3,0,0,0,0,0,0
2222,"Del Gas, Azcapotzalco, Ciudad de México",15800.0,2.0,2.0,65.0,1,0,0,0,0,0,0
2223,"San Miguel Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",37000.0,2.0,2.0,145.0,0,1,0,0,0,0,0
2224,"Del Carmen, Coyoacán, Ciudad de México",30000.0,1.0,1.0,55.0,0,1,0,0,0,0,0
2225,"Cuajimalpa de Morelos, Ciudad de México",39000.0,2.0,2.0,126.0,1,0,0,0,0,0,0
2226,"Granada, Miguel Hidalgo, Ciudad de México",46000.0,2.0,2.0,115.0,0,1,0,0,0,0,0
2227,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",27500.0,2.0,2.0,170.0,0,0,0,0,0,0,0
2228,"Presidentes Ejidales 1a Sección, Coyoacán, Ciudad de México",13000.0,1.0,3.0,80.0,2,0,0,0,0,0,0
2229,"Polanco, Miguel Hidalgo, Ciudad de México",45000.0,2.0,3.0,220.0,0,0,0,0,0,0,0
2230,"Polanco, Miguel Hidalgo, Ciudad de México",38800.0,3.0,3.0,196.0,0,1,0,0,0,0,0
2231,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,250.0,0,1,0,0,0,0,0
2232,"Polanco, Miguel Hidalgo, Ciudad de México",120000.0,3.0,3.0,210.0,0,0,0,0,0,0,0
2233,"Lomas de Bezares, Miguel Hidalgo, Ciudad de México",32000.0,2.0,2.0,100.0,0,0,0,0,0,0,0
2234,"Polanco, Miguel Hidalgo, Ciudad de México",87000.0,2.0,3.0,220.0,0,0,0,0,0,0,0
2235,"Napoles, Benito Juárez, Ciudad de México",30000.0,2.0,2.0,116.0,0,0,0,0,0,0,0
2236,"Barrio San Marcos, Xochimilco, Ciudad de México",3500.0,1.0,1.0,,0,0,0,0,0,0,0
2237,"Juárez, Cuauhtémoc, Ciudad de México",45000.0,1.0,4.0,210.0,0,0,0,0,0,0,0
2238,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",40000.0,4.0,4.0,170.0,0,0,0,0,0,0,0
2239,"Nueva Santa Anita, Iztacalco, Ciudad de México",12500.0,1.0,2.0,45.0,0,1,0,0,0,0,0
2240,"Juárez, Cuauhtémoc, Ciudad de México",24500.0,1.0,2.0,55.0,0,0,0,0,0,0,0
2241,"Álamos, Benito Juárez, Ciudad de México",14000.0,1.0,2.0,51.0,1,0,0,0,0,0,0
2242,"Bosque de las Lomas, Miguel Hidalgo, Ciudad de México",65000.0,3.0,4.0,400.0,0,0,0,0,0,0,0
2243,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",50000.0,2.0,3.0,120.0,0,1,0,0,0,0,0
2244,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",37000.0,1.0,1.0,70.0,0,1,0,0,0,0,0
2245,"Juárez, Cuauhtémoc, Ciudad de México",19000.0,1.0,1.0,34.0,0,0,0,0,0,0,0
2246,"Portales, Benito Juárez, Ciudad de México",15000.0,1.0,2.0,80.0,0,0,0,0,0,0,0
2247,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",14000.0,1.0,1.0,65.0,0,0,0,0,0,0,0
2248,"Buenavista, Cuauhtémoc, Ciudad de México",14000.0,1.0,2.0,70.0,0,0,0,0,0,0,0
2249,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",27000.0,1.0,2.0,70.0,0,0,0,0,0,0,0
2250,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",180000.0,4.0,3.0,750.0,0,0,0,0,0,0,0
2251,"Condesa, Cuauhtémoc, Ciudad de México",38000.0,2.0,2.0,140.0,1,0,0,0,0,0,0
2252,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",27500.0,2.0,2.0,170.0,0,0,0,0,0,0,0
2253,"Presidentes Ejidales 1a Sección, Coyoacán, Ciudad de México",13000.0,1.0,3.0,80.0,2,0,0,0,0,0,0
2254,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",180000.0,4.0,3.0,750.0,4,0,0,0,0,0,0
2255,"Buenos Aires, Cuauhtémoc, Ciudad de México",17500.0,1.0,1.0,60.0,0,0,1,0,0,0,0
2256,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,2.0,2.0,240.0,2,0,0,0,0,0,0
2257,"Lomas de Chapultepec, Miguel Hidalgo, Ciudad de México",65000.0,3.0,3.0,206.0,3,0,0,0,0,0,0
2258,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,3.0,3.0,250.0,0,1,0,0,0,0,0
2259,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",45000.0,3.0,3.0,200.0,0,0,0,0,0,0,0
2260,"La Otra Banda, Coyoacán, Ciudad de México",35000.0,2.0,2.0,90.0,2,0,0,0,0,0,0
2261,"Granada, Miguel Hidalgo, Ciudad de México",80000.0,2.0,3.0,133.0,3,0,0,0,0,0,0
2262,"Polanco, Miguel Hidalgo, Ciudad de México",45700.0,1.0,1.0,186.0,2,0,0,0,0,0,0
2263,"Granada, Miguel Hidalgo, Ciudad de México",55000.0,3.0,3.0,140.0,3,0,0,0,0,0,0
2264,"Polanco, Miguel Hidalgo, Ciudad de México",70000.0,2.0,3.0,198.0,1,0,0,0,0,0,0
2265,"Tabacalera, Cuauhtémoc, Ciudad de México",46000.0,2.0,2.0,110.0,2,0,0,0,0,0,0
2266,"Anahuac I Sección, Miguel Hidalgo, Ciudad de México",23000.0,2.0,2.0,77.0,1,0,0,0,0,0,0
2267,"Polanco, Miguel Hidalgo, Ciudad de México",79000.0,2.0,3.0,250.0,3,0,0,0,0,0,0
2268,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",23820.0,,,,0,0,0,0,0,0,0
2269,"Tabacalera, Cuauhtémoc, Ciudad de México",100000.0,1.0,1.0,,0,0,0,0,0,0,0
2270,"Polanco, Miguel Hidalgo, Ciudad de México",30000.0,1.0,1.0,90.0,1,0,0,0,0,0,0
2271,"Polanco, Miguel Hidalgo, Ciudad de México",100000.0,4.0,4.0,330.0,1,0,0,0,0,0,0
2272,"Polanco, Miguel Hidalgo, Ciudad de México",28000.0,1.0,1.0,80.0,0,1,0,0,0,0,0
2273,"Polanco, Miguel Hidalgo, Ciudad de México",100000.0,4.0,4.0,330.0,1,0,0,0,0,0,0
2274,"Granada, Miguel Hidalgo, Ciudad de México",55000.0,3.0,3.0,140.0,3,0,0,0,0,0,0
2275,"Tabacalera, Cuauhtémoc, Ciudad de México",28500.0,1.0,1.0,60.0,1,0,0,0,0,0,0
2276,"Ampliación Alpes, Álvaro Obregón, Ciudad de México",31000.0,2.0,2.0,78.0,1,0,0,0,0,0,0
2277,"Insurgentes Mixcoac, Benito Juárez, Ciudad de México",30000.0,2.0,3.0,73.0,2,0,0,0,0,0,0
2278,"Irrigación, Miguel Hidalgo, Ciudad de México",31000.0,1.0,1.0,91.0,1,0,0,0,0,0,0
2279,"Granada, Miguel Hidalgo, Ciudad de México",95000.0,3.0,3.0,181.0,2,0,0,0,0,0,0
2280,"Polanco, Miguel Hidalgo, Ciudad de México",32000.0,1.0,2.0,80.0,0,1,0,0,0,0,0
2281,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",38000.0,1.0,1.0,74.0,2,0,0,0,0,0,0
2282,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",32000.0,1.0,1.0,70.0,1,0,0,0,0,0,0
2283,"Buenos Aires, Cuauhtémoc, Ciudad de México",17500.0,1.0,1.0,60.0,0,0,1,0,0,0,0
2284,"Polanco, Miguel Hidalgo, Ciudad de México",65000.0,2.0,2.0,180.0,3,0,0,0,0,0,0
2285,"Cuauhtémoc, Cuauhtémoc, Ciudad de México",62000.0,2.0,2.0,191.0,2,0,0,0,0,0,0
2286,"Napoles, Benito Juárez, Ciudad de México",19000.0,,,,0,0,0,0,0,0,0
2287,"Juárez, Cuauhtémoc, Ciudad de México",21500.0,1.0,1.0,40.0,0,0,0,0,0,0,0
2288,"Polanco, Miguel Hidalgo, Ciudad de México",7000.0,3.0,3.0,328.0,2,0,0,0,0,0,0
2289,"Juárez, Cuauhtémoc, Ciudad de México",22800.0,1.0,1.0,50.0,0,0,0,0,0,1,0
2290,"Polanco, Miguel Hidalgo, Ciudad de México",38500.0,,1.0,,0,0,0,0,0,0,0
2291,"Polanco, Miguel Hidalgo, Ciudad de México",85000.0,2.0,2.0,160.0,2,0,0,0,0,0,0
2292,"Polanco, Miguel Hidalgo, Ciudad de México",69000.0,2.0,2.0,160.0,2,0,0,0,0,0,0
2293,"Roma Sur, Cuauhtémoc, Ciudad de México",19200.0,,,,0,0,0,0,0,0,0
2294,"Polanco, Miguel Hidalgo, Ciudad de México",48000.0,2.0,2.0,70.0,1,0,0,0,0,0,0
2295,"Bosques de las Lomas, Cuajimalpa de Morelos, Ciudad de México",32260.0,1.0,2.0,93.0,1,0,0,0,0,0,0
2296,"La Guadalupe, La Magdalena Contreras, Ciudad de México",10500.0,2.0,2.0,89.0,2,0,0,0,0,0,0
2297,"Granada, Miguel Hidalgo, Ciudad de México",55000.0,1.0,1.0,80.0,1,0,0,0,0,0,0
2298,"Del Valle, Benito Juárez, Ciudad de México",27000.0,2.0,3.0,142.0,0,0,0,0,0,0,0
2299,"La Peñita del Pueblo Tetelpan, Álvaro Obregón, Ciudad de México",26500.0,3.0,2.0,220.0,1,0,0,0,0,0,0
2300,"Bosque de Chapultepec I Sección, Miguel Hidalgo, Ciudad de México",45200.0,1.0,2.0,68.0,1,0,0,0,0,0,0
2301,"Anzures, Miguel Hidalgo, Ciudad de México",40000.0,2.0,2.0,160.0,1,0,0,0,0,0,0
2302,"Ampliación Granada, Miguel Hidalgo, Ciudad de México",77000.0,2.0,3.0,300.0,3,0,0,0,0,0,0
2303,"Condesa, Cuauhtémoc, Ciudad de México",48000.0,2.0,2.0,100.0,1,0,0,0,0,0,0
2304,"Área 1, Cuauhtémoc, Ciudad de México",35000.0,2.0,2.0,260.0,0,0,0,1,0,0,0
2305,"Roma Norte, Cuauhtémoc, Ciudad de México",27000.0,1.0,1.0,40.0,0,0,0,0,0,0,0
2306,"Área 1, Cuauhtémoc, Ciudad de México",18000.0,2.0,2.0,80.0,0,0,1,0,0,0,0
2307,"Juárez, Cuauhtémoc, Ciudad de México",26000.0,1.0,1.0,53.0,0,0,0,0,0,0,0
